datasetid,doi,status_code,doi_in_crossref
27297,10.1002/jqs.1114,200,True
27298,10.1002/jqs.1114,200,True
27299,10.1002/jqs.1114,200,True
27300,10.1002/jqs.1114,200,True
27301,10.1002/jqs.1114,200,True
27302,10.1002/jqs.1114,200,True
27303,10.1002/jqs.1114,200,True
27304,10.1002/jqs.1114,200,True
27305,10.1002/jqs.1114,200,True
27306,10.1002/jqs.1114,200,True
27307,10.1002/jqs.1114,200,True
27308,10.1002/jqs.1114,200,True
27309,10.1002/jqs.1114,200,True
27310,10.1002/jqs.1114,200,True
27311,10.1002/jqs.1114,200,True
27312,10.1002/jqs.1114,200,True
27313,10.1002/jqs.1114,200,True
27314,10.1002/jqs.1114,200,True
27315,10.1002/jqs.1114,200,True
27316,10.1002/jqs.1114,200,True
27317,10.1002/jqs.1114,200,True
27318,10.1002/jqs.1114,200,True
27319,10.1002/jqs.1114,200,True
27320,10.1002/jqs.1114,200,True
27321,10.1002/jqs.1114,200,True
27322,10.1002/jqs.1114,200,True
27323,10.1002/jqs.1114,200,True
27324,10.1002/jqs.1114,200,True
27325,10.1002/jqs.1114,200,True
27326,10.1002/jqs.1114,200,True
27327,10.1002/jqs.1114,200,True
27328,10.1002/jqs.1114,200,True
27329,10.1002/jqs.1114,200,True
27330,10.1002/jqs.1114,200,True
27331,10.1002/jqs.1114,200,True
27332,10.1002/jqs.1114,200,True
27333,10.1002/jqs.1114,200,True
27334,10.1002/jqs.1114,200,True
27402,10.1002/jqs.1114,200,True
27403,10.1002/jqs.1114,200,True
27404,10.1002/jqs.1114,200,True
27405,10.1002/jqs.1114,200,True
27406,10.1002/jqs.1114,200,True
27407,10.1002/jqs.1114,200,True
27408,10.1002/jqs.1114,200,True
27409,10.1002/jqs.1114,200,True
27410,10.1002/jqs.1114,200,True
27411,10.1002/jqs.1114,200,True
27412,10.1002/jqs.1114,200,True
27413,10.1002/jqs.1114,200,True
27414,10.1002/jqs.1114,200,True
27415,10.1002/jqs.1114,200,True
27416,10.1002/jqs.1114,200,True
27417,10.1002/jqs.1114,200,True
27418,10.1002/jqs.1114,200,True
27419,10.1002/jqs.1114,200,True
27420,10.1002/jqs.1114,200,True
27421,10.1002/jqs.1114,200,True
27422,10.1002/jqs.1114,200,True
27423,10.1002/jqs.1114,200,True
27424,10.1002/jqs.1114,200,True
27425,10.1002/jqs.1114,200,True
27437,10.1002/jqs.1114,200,True
27438,10.1002/jqs.1114,200,True
27439,10.1002/jqs.1114,200,True
27440,10.1002/jqs.1114,200,True
27441,10.1002/jqs.1114,200,True
27442,10.1002/jqs.1114,200,True
27443,10.1002/jqs.1114,200,True
27444,10.1002/jqs.1114,200,True
27445,10.1002/jqs.1114,200,True
27446,10.1002/jqs.1114,200,True
27447,10.1002/jqs.1114,200,True
27448,10.1002/jqs.1114,200,True
27449,10.1002/jqs.1114,200,True
27450,10.1002/jqs.1114,200,True
27451,10.1002/jqs.1114,200,True
27452,10.1002/jqs.1114,200,True
27453,10.1002/jqs.1114,200,True
27454,10.1002/jqs.1114,200,True
27484,10.1002/jqs.1114,200,True
27485,10.1002/jqs.1114,200,True
27486,10.1002/jqs.1114,200,True
27487,10.1002/jqs.1114,200,True
27488,10.1002/jqs.1114,200,True
27489,10.1002/jqs.1114,200,True
27490,10.1002/jqs.1114,200,True
27491,10.1002/jqs.1114,200,True
27492,10.1002/jqs.1114,200,True
27493,10.1002/jqs.1114,200,True
27494,10.1002/jqs.1114,200,True
27495,10.1002/jqs.1114,200,True
27565,10.1002/jqs.1114,200,True
27566,10.1002/jqs.1114,200,True
27567,10.1002/jqs.1114,200,True
27568,10.1002/jqs.1114,200,True
27569,10.1002/jqs.1114,200,True
27570,10.1002/jqs.1114,200,True
27571,10.1002/jqs.1114,200,True
27572,10.1002/jqs.1114,200,True
27573,10.1002/jqs.1114,200,True
27574,10.1002/jqs.1114,200,True
27583,10.1002/jqs.1114,200,True
27584,10.1002/jqs.1114,200,True
27585,10.1002/jqs.1114,200,True
27586,10.1002/jqs.1114,200,True
27587,10.1002/jqs.1114,200,True
27588,10.1002/jqs.1114,200,True
27589,10.1002/jqs.1114,200,True
27590,10.1002/jqs.1114,200,True
27591,10.1002/jqs.1114,200,True
27592,10.1002/jqs.1114,200,True
27593,10.1002/jqs.1114,200,True
27594,10.1002/jqs.1114,200,True
27595,10.1002/jqs.1114,200,True
27596,10.1002/jqs.1114,200,True
27597,10.1002/jqs.1114,200,True
27598,10.1002/jqs.1114,200,True
27599,10.1002/jqs.1114,200,True
27600,10.1002/jqs.1114,200,True
27601,10.1002/jqs.1114,200,True
27602,10.1002/jqs.1114,200,True
27603,10.1002/jqs.1114,200,True
27604,10.1002/jqs.1114,200,True
27605,10.1002/jqs.1114,200,True
27606,10.1002/jqs.1114,200,True
27607,10.1002/jqs.1114,200,True
27608,10.1002/jqs.1114,200,True
27609,10.1002/jqs.1114,200,True
27610,10.1002/jqs.1114,200,True
27611,10.1002/jqs.1114,200,True
27612,10.1002/jqs.1114,200,True
27613,10.1002/jqs.1114,200,True
27614,10.1002/jqs.1114,200,True
27622,10.1002/jqs.1114,200,True
27623,10.1002/jqs.1114,200,True
27624,10.1002/jqs.1114,200,True
27625,10.1002/jqs.1114,200,True
27626,10.1002/jqs.1114,200,True
27627,10.1002/jqs.1114,200,True
27628,10.1002/jqs.1114,200,True
27629,10.1002/jqs.1114,200,True
27630,10.1002/jqs.1114,200,True
27631,10.1002/jqs.1114,200,True
27632,10.1002/jqs.1114,200,True
27633,10.1002/jqs.1114,200,True
27634,10.1002/jqs.1114,200,True
27635,10.1002/jqs.1114,200,True
27636,10.1002/jqs.1114,200,True
27637,10.1002/jqs.1114,200,True
27638,10.1002/jqs.1114,200,True
27639,10.1002/jqs.1114,200,True
27640,10.1002/jqs.1114,200,True
27641,10.1002/jqs.1114,200,True
27642,10.1002/jqs.1114,200,True
27643,10.1002/jqs.1114,200,True
27644,10.1002/jqs.1114,200,True
27645,10.1002/jqs.1114,200,True
27646,10.1002/jqs.1114,200,True
27647,10.1002/jqs.1114,200,True
27648,10.1002/jqs.1114,200,True
27649,10.1002/jqs.1114,200,True
27650,10.1002/jqs.1114,200,True
27651,10.1002/jqs.1114,200,True
27652,10.1002/jqs.1114,200,True
27653,10.1002/jqs.1114,200,True
27654,10.1002/jqs.1114,200,True
27655,10.1002/jqs.1114,200,True
27803,10.1002/jqs.1114,200,True
27804,10.1002/jqs.1114,200,True
27805,10.1002/jqs.1114,200,True
27806,10.1002/jqs.1114,200,True
27807,10.1002/jqs.1114,200,True
27808,10.1002/jqs.1114,200,True
27809,10.1002/jqs.1114,200,True
27810,10.1002/jqs.1114,200,True
27811,10.1002/jqs.1114,200,True
27812,10.1002/jqs.1114,200,True
27813,10.1002/jqs.1114,200,True
27814,10.1002/jqs.1114,200,True
27815,10.1002/jqs.1114,200,True
27816,10.1002/jqs.1114,200,True
27817,10.1002/jqs.1114,200,True
27818,10.1002/jqs.1114,200,True
27819,10.1002/jqs.1114,200,True
27820,10.1002/jqs.1114,200,True
27821,10.1002/jqs.1114,200,True
20510,10.1191/0959683603hl669rp,200,True
20511,10.1191/0959683603hl669rp,200,True
20512,10.1191/0959683603hl669rp,200,True
20511,10.1177/0959683611427334,200,True
20512,10.1177/0959683611427334,200,True
20511,10.1016/j.epsl.2005.12.028,200,True
21801,10.1016/j.epsl.2005.12.028,200,True
21802,10.1016/j.epsl.2005.12.028,200,True
20566,10.1134/S0012496613050116,200,True
20569,10.1134/S0012496613050116,200,True
20566,10.1111/1749-4877.12079,200,True
20569,10.1111/1749-4877.12079,200,True
20566,10.1016/j.quaint.2015.11.084,200,True
20569,10.1016/j.quaint.2015.11.084,200,True
20569,10.1134/S0012496616020125,200,True
20567,10.1002/jqs.2698,200,True
20568,10.1002/jqs.2698,200,True
21304,10.1007/s10933-008-9215-5,200,True
21305,10.1007/s10933-008-9215-5,200,True
20606,10.1016/j.quascirev.2011.03.003,200,True
20607,10.1016/j.quascirev.2011.03.003,200,True
20608,10.1016/j.quascirev.2011.03.003,200,True
20609,10.1016/j.quascirev.2011.03.003,200,True
20614,10.1177/0959683615574583,200,True
20615,10.1177/0959683615574583,200,True
20616,10.1177/0959683615574583,200,True
20646,10.1016/j.yqres.2007.04.003,200,True
20647,10.1016/j.yqres.2007.04.003,200,True
20685,http://dx.doi.org/10.5038/2162-4593.13.1.1,200,True
20686,http://dx.doi.org/10.5038/2162-4593.13.1.1,200,True
20835,10.1177/0959683613499051,200,True
20836,10.1177/0959683613499051,200,True
21284,10.1007/s10933-010-9490-9,200,True
21285,10.1007/s10933-010-9490-9,200,True
21119,10.5194/bg-2016-354,200,True
21147,10.5194/bg-2016-354,200,True
21148,10.5194/bg-2016-354,200,True
20920,10.1177/0959683611430339,200,True
20921,10.1177/0959683611430339,200,True
20922,10.1177/0959683611430339,200,True
20982,10.3897/zookeys.635.10535,200,True
21415,10.1016/j.quaint.2007.06.009,200,True
21418,10.1016/j.quaint.2007.06.009,200,True
21314,10.1016/j.quascirev.2015.10.032,200,True
21412,10.3398/1527-0904(2006)66[64:LFHIGB]2.0.CO;2,200,True
21413,10.3398/1527-0904(2006)66[64:LFHIGB]2.0.CO;2,200,True
21414,10.3398/1527-0904(2006)66[64:LFHIGB]2.0.CO;2,200,True
21415,10.3398/1527-0904(2006)66[64:LFHIGB]2.0.CO;2,200,True
21419,10.1073/pnas.1007692107,200,True
21420,10.1073/pnas.1007692107,200,True
21421,10.1073/pnas.1007692107,200,True
21422,10.1073/pnas.1007692107,200,True
21421,10.5194/nhess-13-2441-2013,200,True
21422,10.5194/nhess-13-2441-2013,200,True
21532,10.1023/A:1008051720473,200,True
21533,10.1023/A:1008051720473,200,True
21542,10.1023/A:1008051720473,200,True
21543,10.1023/A:1008051720473,200,True
21440,10.1139/f95-171,200,True
21441,10.1139/f95-171,200,True
21442,10.1139/f95-171,200,True
21443,10.1139/f95-171,200,True
21444,10.1139/f95-171,200,True
21445,10.1139/f95-171,200,True
21446,10.1139/f95-171,200,True
21447,10.1139/f95-171,200,True
21448,10.1139/f95-171,200,True
21449,10.1139/f95-171,200,True
21450,10.1139/f95-171,200,True
21451,10.1139/f95-171,200,True
21452,10.1139/f95-171,200,True
21453,10.1139/f95-171,200,True
21454,10.1139/f95-171,200,True
21455,10.1139/f95-171,200,True
21456,10.1139/f95-171,200,True
21457,10.1139/f95-171,200,True
21458,10.1139/f95-171,200,True
21459,10.1139/f95-171,200,True
21460,10.1139/f95-171,200,True
21461,10.1139/f95-171,200,True
21462,10.1139/f95-171,200,True
21463,10.1139/f95-171,200,True
21464,10.1139/f95-171,200,True
21465,10.1139/f95-171,200,True
21470,10.1139/f95-171,200,True
21471,10.1139/f95-171,200,True
21472,10.1139/f95-171,200,True
21473,10.1139/f95-171,200,True
21474,10.1139/f95-171,200,True
21475,10.1139/f95-171,200,True
21480,10.1139/f95-171,200,True
21481,10.1139/f95-171,200,True
21482,10.1139/f95-171,200,True
21483,10.1139/f95-171,200,True
21484,10.1139/f95-171,200,True
21485,10.1139/f95-171,200,True
21486,10.1139/f95-171,200,True
21487,10.1139/f95-171,200,True
21488,10.1139/f95-171,200,True
21489,10.1139/f95-171,200,True
21490,10.1139/f95-171,200,True
21491,10.1139/f95-171,200,True
21492,10.1139/f95-171,200,True
21493,10.1139/f95-171,200,True
21494,10.1139/f95-171,200,True
21495,10.1139/f95-171,200,True
21496,10.1139/f95-171,200,True
21497,10.1139/f95-171,200,True
21526,10.1139/f95-171,200,True
21527,10.1139/f95-171,200,True
21528,10.1139/f95-171,200,True
21529,10.1139/f95-171,200,True
21530,10.1139/f95-171,200,True
21531,10.1139/f95-171,200,True
21711,10.1139/f95-171,200,True
21712,10.1139/f95-171,200,True
21713,10.1139/f95-171,200,True
21714,10.1139/f95-171,200,True
21715,10.1139/f95-171,200,True
21716,10.1139/f95-171,200,True
21717,10.1139/f95-171,200,True
21718,10.1139/f95-171,200,True
21719,10.1139/f95-171,200,True
21720,10.1139/f95-171,200,True
21721,10.1139/f95-171,200,True
21722,10.1139/f95-171,200,True
21723,10.1139/f95-171,200,True
21724,10.1139/f95-171,200,True
21729,10.1139/f95-171,200,True
21730,10.1139/f95-171,200,True
21731,10.1139/f95-171,200,True
21732,10.1139/f95-171,200,True
21733,10.1139/f95-171,200,True
21734,10.1139/f95-171,200,True
21735,10.1139/f95-171,200,True
21736,10.1139/f95-171,200,True
21737,10.1139/f95-171,200,True
21738,10.1139/f95-171,200,True
21739,10.1139/f95-171,200,True
21740,10.1139/f95-171,200,True
21741,10.1139/f95-171,200,True
21742,10.1139/f95-171,200,True
21745,10.1139/f95-171,200,True
21746,10.1139/f95-171,200,True
21747,10.1139/f95-171,200,True
21748,10.1139/f95-171,200,True
21749,10.1139/f95-171,200,True
21750,10.1139/f95-171,200,True
21751,10.1139/f95-171,200,True
21752,10.1139/f95-171,200,True
21753,10.1139/f95-171,200,True
21754,10.1139/f95-171,200,True
21755,10.1139/f95-171,200,True
21756,10.1139/f95-171,200,True
21757,10.1139/f95-171,200,True
21758,10.1139/f95-171,200,True
21759,10.1139/f95-171,200,True
21760,10.1139/f95-171,200,True
21775,10.1139/f95-171,200,True
21776,10.1139/f95-171,200,True
21777,10.1139/f95-171,200,True
21778,10.1139/f95-171,200,True
21779,10.1139/f95-171,200,True
21780,10.1139/f95-171,200,True
21781,10.1139/f95-171,200,True
21782,10.1139/f95-171,200,True
21783,10.1139/f95-171,200,True
21784,10.1139/f95-171,200,True
21785,10.1139/f95-171,200,True
21533,10.1016/S0034-6667(00)00030-0,200,True
21534,10.1016/S0034-6667(00)00030-0,200,True
21535,10.1016/S0034-6667(00)00030-0,200,True
21540,10.1016/S0031-0182(97)00139-9,200,True
21541,10.1016/S0031-0182(97)00139-9,200,True
21544,10.1016/S0031-0182(97)00139-9,200,True
21545,10.1016/S0031-0182(97)00139-9,200,True
21552,10.1002/1099-1417(200010)15:7<687::AID-JQS551>3.0.CO;2-6,200,True
21553,10.1002/1099-1417(200010)15:7<687::AID-JQS551>3.0.CO;2-6,200,True
21554,10.1016/S0031-0182(03)00226-8,200,True
21555,10.1016/S0031-0182(03)00226-8,200,True
21556,10.1016/S0031-0182(03)00226-8,200,True
21557,10.1016/S0031-0182(03)00226-8,200,True
21548,10.1191/0959683602h1518rp,200,True
21549,10.1191/0959683602h1518rp,200,True
21550,10.1191/0959683602h1518rp,200,True
21551,10.1191/0959683602h1518rp,200,True
21536,10.1111/jbi.12016,200,True
21537,10.1111/jbi.12016,200,True
21578,10.1111/jbi.12016,200,True
21579,10.1111/jbi.12016,200,True
21580,10.1111/jbi.12016,200,True
21538,10.1017/S0003598X00088256,200,True
21539,10.1017/S0003598X00088256,200,True
21576,10.1016/j.revpalbo.2015.04.001,200,True
21577,10.1016/j.revpalbo.2015.04.001,200,True
21599,10.1016/j.revpalbo.2015.04.001,200,True
21600,10.1016/j.revpalbo.2015.04.001,200,True
41265,10.1016/j.revpalbo.2015.04.001,200,True
21601,10.1002/jqs.1422,200,True
21602,10.1002/jqs.1422,200,True
21603,10.1002/jqs.1422,200,True
21604,10.1002/jqs.1422,200,True
21605,10.1002/jqs.1422,200,True
21606,10.1002/jqs.1422,200,True
21643,10.1002/jqs.1422,200,True
21644,10.1002/jqs.1422,200,True
21645,10.1002/jqs.1422,200,True
41172,10.1016/0033-5894(87)90049-4,200,True
21674,10.1002/jqs.701,200,True
21675,10.1002/jqs.701,200,True
21914,10.1002/jqs.701,200,True
21915,10.1002/jqs.701,200,True
21664,https://doi.org/10.1006/qres.1998.1998,200,True
21665,https://doi.org/10.1006/qres.1998.1998,200,True
21701,http://doi.org/10.1016/j.revpalbo.2006.10.002,200,True
21702,http://doi.org/10.1016/j.revpalbo.2006.10.002,200,True
21666,10.1016/S0034-6667(03)00083-6,200,True
21667,10.1016/S0034-6667(03)00083-6,200,True
21699,http://doi.org/10.1016/S0034-6667(99)00047-0,200,True
21700,http://doi.org/10.1016/S0034-6667(99)00047-0,200,True
21699,10.1007/PL00006921,200,True
21700,10.1007/PL00006921,200,True
21767,10.1007/PL00006921,200,True
21768,10.1007/PL00006921,200,True
21912,10.1007/PL00006921,200,True
21913,10.1007/PL00006921,200,True
21707,10.1016/0031-0182(73)90064-3,200,True
21708,10.1016/0031-0182(73)90064-3,200,True
21707,10.1016/j.quascirev.2011.08.003,200,True
21708,10.1016/j.quascirev.2011.08.003,200,True
21707,10.1016/S0277-3791(00)00093-7,200,True
21708,10.1016/S0277-3791(00)00093-7,200,True
21708,10.5194/cp-7-299-2011,200,True
21763,10.1016/0031-0182(80)90043-7,200,True
21764,10.1016/0031-0182(80)90043-7,200,True
21765,10.1016/0031-0182(80)90043-7,200,True
21766,10.1016/0031-0182(80)90043-7,200,True
21767,10.1002/(SICI)1099-1417(199801/02)13:1<43::AID-JQS348>3.0.CO;2-G,200,True
21768,10.1002/(SICI)1099-1417(199801/02)13:1<43::AID-JQS348>3.0.CO;2-G,200,True
21743,10.1017/S0033822200011279,200,True
21761,10.1017/S0033822200011279,200,True
21769,10.1016/j.yqres.2012.08.008,200,True
21770,10.1016/j.yqres.2012.08.008,200,True
21771,doi:10.1016/j.quascirev.2004.05.008,200,True
21772,doi:10.1016/j.quascirev.2004.05.008,200,True
21772,10.1890/08-1136.1,200,True
21773,10.1177/0959683615580201,200,True
21774,10.1177/0959683615580201,200,True
21917,10.1016/0277-3791(95)00066-6,200,True
21919,10.1016/0277-3791(95)00066-6,200,True
21786,10.1016/j.yqres.2013.03.001,200,True
21787,10.1016/j.yqres.2013.03.001,200,True
21788,10.1016/j.yqres.2013.03.001,200,True
21977,10.1016/0031-0182(86)90100-8,200,True
21978,10.1016/0031-0182(86)90100-8,200,True
21947,10.1111/j.1365-2427.1991.tb00111.x,200,True
21948,10.1111/j.1365-2427.1991.tb00111.x,200,True
21951,10.1111/j.1365-2427.1991.tb00111.x,200,True
21952,10.1111/j.1365-2427.1991.tb00111.x,200,True
21953,10.1111/j.1365-2427.1991.tb00111.x,200,True
21954,10.1111/j.1365-2427.1991.tb00111.x,200,True
21961,10.1111/j.1365-2427.1991.tb00111.x,200,True
21962,10.1111/j.1365-2427.1991.tb00111.x,200,True
21963,10.1111/j.1365-2427.1991.tb00111.x,200,True
21964,10.1111/j.1365-2427.1991.tb00111.x,200,True
21973,10.1111/j.1365-2427.1991.tb00111.x,200,True
21974,10.1111/j.1365-2427.1991.tb00111.x,200,True
21981,10.1111/j.1365-2427.1991.tb00111.x,200,True
21982,10.1111/j.1365-2427.1991.tb00111.x,200,True
21987,10.1111/j.1365-2427.1991.tb00111.x,200,True
21988,10.1111/j.1365-2427.1991.tb00111.x,200,True
21948,10.1139/f89-212,200,True
21950,10.1139/f89-212,200,True
21952,10.1139/f89-212,200,True
21954,10.1139/f89-212,200,True
21956,10.1139/f89-212,200,True
21958,10.1139/f89-212,200,True
21960,10.1139/f89-212,200,True
21962,10.1139/f89-212,200,True
21964,10.1139/f89-212,200,True
21966,10.1139/f89-212,200,True
21968,10.1139/f89-212,200,True
21970,10.1139/f89-212,200,True
21972,10.1139/f89-212,200,True
21974,10.1139/f89-212,200,True
21976,10.1139/f89-212,200,True
21980,10.1139/f89-212,200,True
21982,10.1139/f89-212,200,True
21986,10.1139/f89-212,200,True
21988,10.1139/f89-212,200,True
21955,10.1139/f92-296,200,True
21956,10.1139/f92-296,200,True
21967,10.1139/f92-296,200,True
21968,10.1139/f92-296,200,True
21989,10.1080/07438149609354274,200,True
21990,10.1080/07438149609354274,200,True
21999,10.1080/10934529609376398,200,True
22000,10.1080/10934529609376398,200,True
21949,10.1007/bf00050957,200,True
21950,10.1007/bf00050957,200,True
21975,10.1007/bf00050957,200,True
21976,10.1007/bf00050957,200,True
21985,10.1007/bf00050957,200,True
21986,10.1007/bf00050957,200,True
21957,10.1023/a:1013571821476,200,True
21958,10.1023/a:1013571821476,200,True
21959,10.1023/a:1013571821476,200,True
21960,10.1023/a:1013571821476,200,True
21965,10.1023/a:1013571821476,200,True
21966,10.1023/a:1013571821476,200,True
21969,10.1023/a:1013571821476,200,True
21970,10.1023/a:1013571821476,200,True
21993,10.1023/a:1013571821476,200,True
21994,10.1023/a:1013571821476,200,True
22001,10.1023/a:1013571821476,200,True
22002,10.1023/a:1013571821476,200,True
22003,10.1023/a:1013571821476,200,True
22004,10.1023/a:1013571821476,200,True
22005,10.1023/a:1013571821476,200,True
22006,10.1023/a:1013571821476,200,True
22007,10.1023/a:1013571821476,200,True
22008,10.1023/a:1013571821476,200,True
22009,10.1023/a:1013571821476,200,True
22010,10.1023/a:1013571821476,200,True
22011,10.1023/a:1013571821476,200,True
22012,10.1023/a:1013571821476,200,True
22013,10.1023/a:1013571821476,200,True
22014,10.1023/a:1013571821476,200,True
22015,10.1023/a:1013571821476,200,True
22016,10.1023/a:1013571821476,200,True
22017,10.1023/a:1013571821476,200,True
22018,10.1023/a:1013571821476,200,True
22019,10.1023/a:1013571821476,200,True
22020,10.1023/a:1013571821476,200,True
22021,10.1023/a:1013571821476,200,True
22023,10.1023/a:1013571821476,200,True
22024,10.1023/a:1013571821476,200,True
22025,10.1023/a:1013571821476,200,True
22026,10.1023/a:1013571821476,200,True
22027,10.1023/a:1013571821476,200,True
22028,10.1023/a:1013571821476,200,True
22029,10.1023/a:1013571821476,200,True
22030,10.1023/a:1013571821476,200,True
22031,10.1023/a:1013571821476,200,True
22032,10.1023/a:1013571821476,200,True
22033,10.1023/a:1013571821476,200,True
22034,10.1023/a:1013571821476,200,True
22035,10.1023/a:1013571821476,200,True
22036,10.1023/a:1013571821476,200,True
22037,10.1023/a:1013571821476,200,True
22038,10.1023/a:1013571821476,200,True
22039,10.1023/a:1013571821476,200,True
22040,10.1023/a:1013571821476,200,True
22041,10.1023/a:1013571821476,200,True
22050,10.1023/a:1013571821476,200,True
22051,10.1023/a:1013571821476,200,True
22052,10.1023/a:1013571821476,200,True
22053,10.1023/a:1013571821476,200,True
22054,10.1023/a:1013571821476,200,True
22055,10.1023/a:1013571821476,200,True
22056,10.1023/a:1013571821476,200,True
22057,10.1023/a:1013571821476,200,True
22058,10.1023/a:1013571821476,200,True
22059,10.1023/a:1013571821476,200,True
22060,10.1023/a:1013571821476,200,True
22061,10.1023/a:1013571821476,200,True
21979,10.1007/bf00478454,200,True
21980,10.1007/bf00478454,200,True
22986,10.1007/s00334-006-0060-z,200,True
22988,10.1007/s00334-006-0060-z,200,True
21807,10.1016/j.quascirev.2012.01.025,200,True
21805,10.1111/j.1365-2699.2011.02618.x,200,True
21807,10.1111/j.1365-2699.2011.02618.x,200,True
21805,10.1111/j.1365-3091.2009.01144.x,200,True
21805,10.1016/j.quascirev.2008.02.008,200,True
21806,10.1016/j.quascirev.2008.02.008,200,True
21805,10.1016/j.quascirev.2012.01.020,200,True
21813,10.1177/0959683613518587,200,True
21814,10.1177/0959683613518587,200,True
21829,10.1177/0959683613518587,200,True
21830,10.1177/0959683613518587,200,True
21831,10.1177/0959683613518587,200,True
21832,10.1177/0959683613518587,200,True
21833,10.1177/0959683613518587,200,True
21894,https://doi.org/10.1016/j.palaeo.2004.11.006,200,True
21895,https://doi.org/10.1016/j.palaeo.2004.11.006,200,True
21902,https://doi.org/10.1016/j.palaeo.2004.11.006,200,True
21903,https://doi.org/10.1016/j.palaeo.2004.11.006,200,True
21920,https://doi.org/10.1016/j.revpalbo.2008.03.005,200,True
21921,https://doi.org/10.1016/j.revpalbo.2008.03.005,200,True
21846,10.1130/2009.2450(05),200,True
21824,10.1130/2009.2450(08),200,True
21847,10.1130/2009.2450(08),200,True
21834,10.1177/0959683614534740,200,True
21984,10.1002/jqs.979,200,True
21978,10.1016/S1040-6182(96)00064-X,200,True
21978,10.1016/0277-3791(93)90066-U,200,True
21978,10.1016/0031-0182(94)90177-5,200,True
21984,10.1111/j.1654-1103.2009.01102.x,200,True
21983,10.1016/j.palaeo.2007.02.050,200,True
21984,10.1016/j.palaeo.2007.02.050,200,True
22191,10.1016/j.yqres.2007.07.008,200,True
22192,10.1016/j.yqres.2007.07.008,200,True
21984,10.1016/j.palaeo.2011.03.002,200,True
22086,10.1016/j.revpalbo.2012.04.002,200,True
22087,10.1016/j.revpalbo.2012.04.002,200,True
22075,10.1016/0377-0273(90)90089-X,200,True
22192,10.1016/j.yqres.2008.01.004,200,True
22100,10.1016/j.revpalbo.2013.03.001,200,True
22101,10.1016/j.revpalbo.2013.03.001,200,True
22317,10.1111/bor.12002,200,True
22318,10.1111/bor.12002,200,True
22319,10.1111/bor.12002,200,True
22756,10.2478/s11756-007-0064-x,200,True
22757,10.2478/s11756-007-0064-x,200,True
22756,10.2478/s11756-007-0072-x,200,True
22762,10.1191/095968300668946885,200,True
22763,10.1191/095968300668946885,200,True
24058,10.1007/s00334-006-0064-8,200,True
24059,10.1007/s00334-006-0064-8,200,True
22654,10.3140/bull.geosci.1140,200,True
22365,10.1007/s00334-006-0050-1,200,True
22366,10.1007/s00334-006-0050-1,200,True
22367,10.1007/s00334-006-0050-1,200,True
22371,10.1007/s00334-006-0050-1,200,True
22372,10.1007/s00334-006-0050-1,200,True
22373,10.1007/s00334-006-0050-1,200,True
22570,10.2307/1377879,200,True
22571,10.2307/1377879,200,True
22604,10.2307/1377879,200,True
22605,10.2307/1377879,200,True
24803,10.2307/1377879,200,True
24875,10.2307/1377879,200,True
24876,10.2307/1377879,200,True
25178,10.2307/1377879,200,True
25179,10.2307/1377879,200,True
25247,10.2307/1377879,200,True
25415,10.2307/1377879,200,True
25488,10.2307/1377879,200,True
25809,10.2307/1377879,200,True
26070,10.2307/1377879,200,True
26384,10.2307/1377879,200,True
26567,10.2307/1377879,200,True
34030,10.2307/1377879,200,True
34031,10.2307/1377879,200,True
38902,10.2307/1377879,200,True
38903,10.2307/1377879,200,True
39415,10.2307/1377879,200,True
39416,10.2307/1377879,200,True
40433,10.2307/1377879,200,True
40596,10.2307/1377879,200,True
40653,10.2307/1377879,200,True
40654,10.2307/1377879,200,True
22636,10.1111/j.1502-3885.2010.00159.x,200,True
22665,10.1007/BF02803968,200,True
22707,10.1007/BF02803968,200,True
22738,10.1080/00173130902965843,200,True
22750,10.1016/j.quascirev.2013.02.011,200,True
22751,10.1016/j.quascirev.2013.02.011,200,True
22752,10.1016/j.quascirev.2013.02.011,200,True
22753,10.1016/j.quascirev.2013.02.011,200,True
22766,10.1080/00173130902965157,200,True
22767,10.1080/00173130902965157,200,True
22827,10.1002/jqs.872,200,True
22828,10.1002/jqs.872,200,True
22894,10.1002/jqs.872,200,True
22895,10.1016/S0367-2530(17)30981-7,200,True
22896,10.1016/S0367-2530(17)30981-7,200,True
22893,10.1016/S0034-6667(02)00249-X,200,True
22894,10.1016/S0034-6667(02)00249-X,200,True
22891,10.1080/00173134.2016.1146330,200,True
22892,10.1080/00173134.2016.1146330,200,True
3889,10.1007/BF00202022,200,True
4358,10.1007/BF00202022,200,True
22922,10.7546/cr-2013-66-3-13101331-9,200,True
22923,10.7546/cr-2013-66-3-13101331-9,200,True
22922,10.1016/j.quaint.2015.05.009,200,True
22923,10.1016/j.quaint.2015.05.009,200,True
22952,10.1016/j.quascirev.2008.12.005,200,True
22953,10.1016/j.quascirev.2008.12.005,200,True
22967,10.1111/jbi.12932,200,True
22968,10.1111/jbi.12932,200,True
22969,10.1111/jbi.12932,200,True
24878,10.1111/jbi.12932,200,True
22967,10.1016/j.yqres.2013.07.009,200,True
22968,10.1016/j.yqres.2013.07.009,200,True
22969,10.1016/j.yqres.2013.07.009,200,True
24878,10.1016/j.yqres.2013.07.009,200,True
22979,10.1007/BF01374002,200,True
22999,10.1080/00173134.2011.606831,200,True
23000,10.1080/00173134.2011.606831,200,True
26426,10.1007/s00334-003-0009-4,200,True
